publishedAt,authorDisplayName,textDisplay,likeCount
2024-06-18T05:41:08Z,@MADRASAH_ALhuda_Dendang,Mungkin memang benar yang dikatakan prabowo di tahun 2030 negara indonesia akan hancur/pecah..,0
2024-06-18T05:29:36Z,@ssamsi-mc6zs,Seperti di tempat (desa)ku kawanan monyet yang berjumlah ratusan sering merusak tanaman  akibat hutan habis,0
2024-06-18T05:15:34Z,@ssamsi-mc6zs,Kerusakan hutan Kalimantan hampir di semua wilayah banyak masyarakat yang kehilangan mata pencaharian,0
2024-06-18T04:45:26Z,@ekomastotok3781,"Halo P Jokowi kenapa hukum adat di abaikan dan perusahaan besar menindas rakyat kecil , bahkan rakyat ada yg dihukum apa tidak takut sama pembalasan alam.😂😂😂😂",0
2024-06-17T17:32:25Z,@arummanis9826,"LEBIH BAIK BUKA LAHAN TRANS,,DARI PADA DI GARAP ORANG LUAR NEGRI,,,,👍",0
2024-06-17T17:32:14Z,@arummanis9826,"LEBIH BAIK BUKA LAHAN TRANS,,DARI PADA DI GARAP ORANG LUAR NEGRI,,,,👍",0
2024-06-17T12:36:02Z,@Klorouz555,Beranikah presiden selanjutnya menertibkan ini semua?,0
2024-06-17T11:54:24Z,@YansingtanGanteng-uq8wx,"TURUNKAN MANGKOK MERAH,",0
2024-06-17T09:15:26Z,@syahrulbelpas3876,"IKN Proyek Penghancuran Warga Negara sendiri, ambisi yg mengabaikan hak-hak dan kepentingan rakyat. Tunggu Allah akan bertindak kpd Pemimpin yg Zalim kpd rakyatnya sendiri.",0
2024-06-17T06:04:06Z,@MziddanAlfiqrie,"Itu kan negeri Kalimantan, rakyat nya aja cukup mata memandang negri nya di jajah , UUD adat dgn UUD pemerintah mana yang duluan di bentuk",0
2024-06-17T05:36:29Z,@PRISNUPakDeDayak,"Parah ... langsung babat hutan alam rakyat, apa perlu kita saling bunuh untuk membela hak2 pribumi yang dirampas.<br><br>Habitat dalam hutan hancur kalau seperti ini, para elit negeri ini lebih dari penjajah mereka perlahan membunuh satwa, alam bahkan manusia yakni masyarakat lokal.",0
2024-06-16T19:11:03Z,@PetPetrus13,Apa kerna ini akan ada perang dngn negara sendiri,0
2024-06-16T12:25:07Z,@wely4165,"Penduduk asli sungguh kasihan ,alam yg indah diacak acak utk kepentingan kekayaan,",0
2024-06-16T12:08:33Z,@SINGPENTINGUREP,"yg wajib disalahkan bukan PTnya ,harusnya yg disalahkan yg memberi kuwasa PDA lahan tersebut, pasti ada org dalemnya ,",0
2024-06-16T11:07:24Z,@user-susiharbaya,"Jika perkebunan bisa masuk,tanya gubernurnya,bupati,nya,kadesnya dan tokoh masyarakat yg &quot;Bermain&quot; dgn konpensasi per/ha sekian...sekian",0
2024-06-16T02:46:33Z,@roselupr6215,Tinggal main titik kordinat dari satelit....patok kiri kanan timur barat.,0
2024-06-16T01:12:24Z,@VivoY-fo1cb,ada apa ini pjbt stmpt....,0
2024-06-15T16:04:59Z,@masterlegend8503,HARUSE PRESIDEN BISA MENGAYOMI RAKYAT ...IT HUTAN ADAT KN ....YA HARUSE MENDING DITANAMI BUAH BUAHAN TAU APPAPUN BUAT MASYARAKAT ADAT .BIAR MASYARAKAT ADAT BISA MAKMUR SEMUA DIMANAPUN,0
2024-06-15T13:38:57Z,@MajidMajid-bv4um,Pokok nya uang yg bicara,0
2024-06-15T13:37:38Z,@MajidMajid-bv4um,Menteri perhutanan di beri uang jg beres,0
2024-06-15T05:52:37Z,@jokosusanto3422,"Perjuang kn hak2 masarakat adat,, semuga perjuangan  dedengar oleh preseden",0
2024-06-14T22:52:20Z,@SabriSabri-y5o,Kami harap hutan Kalimantan jangan di babat lagi oleh perusahan,0
2024-06-14T18:16:19Z,@amtcole3480,😢,0
2024-06-14T17:41:50Z,@AlmirwanAlmirwan,Perusahaan ini perlu diteliti lebih lanjut,1
2024-06-14T13:22:07Z,@aihartini3038,Ya Aallah lindungilah hutan kalimantan berseta para leluhur &amp; suku dayak semuanya ank cucu Aamiin ya Aallah🤲❤🙏,0
2024-06-14T10:42:27Z,@dasrildasril3714,Pemerintah sekarang lebih berpihak kepada pengusaha dan oligarki .<br>Tidak peduli dengan rakyat tempatkan yg menderita .untuk bertahan hidup,0
2024-06-14T06:04:12Z,@arisandydonny-ij2xf,"Jangan hanya menyalahkan penjagal, Pelaku utama itu Pemerintah, kenapa diberi ijin, disini sudah jelas semuanya",0
2024-06-14T05:38:23Z,@HikmatMarika,"Dimana kejadiannya,  nanti ku urus sampai tuntas,  sy kerahkan pansus Dayak kalteng, kaltim, Kalbar... 😮😮😮",0
2024-06-14T01:38:22Z,@affan-pi9ux,"Ayo masyarakat Kalimantan, tolak segala macam kegiatan PT yg merugikan.<br><br>Ini pasti ada ulah aparat ataupun kepala suku yg sudah di sogok.",0
2024-06-14T01:23:26Z,@Maryam17sg,😢😢😢,0
2024-06-14T01:22:34Z,@syamsirnoorsyamsir7337,Kalimantan jadi korban kerakusan penjajah dari negeri sendiri,0
2024-06-14T01:05:22Z,@Maryam17sg,Perusak hutan itu harus dihentikan itu akn menimbulkan bencana alam mhon para petinggi negara lindungi hutan adat kmi jgn maen hakim sendiri lindungi kmi negara kmna lgi kmi memhon🙏🙏,0
2024-06-14T00:57:05Z,@sniperjava1991,"Seharusnya dahulu di urus sertifikat nya cuman mengurus sertifikasi tanah sangat susah, jadi masyarakat adat itu malas mengurus harusnya orang2 yang punya jabatan lah yang memperhatikan",0
2024-06-14T00:53:58Z,@laurensiuslagubaru857,"Salah orang kampung nya juga, seharus nya jangan pernah mau menyerah kan tanah kita ke Pihak perusahaan,",0
2024-06-13T23:28:22Z,@syamsirnoorsyamsir7337,Kalimantan sudah dikuasai para penjajah,0
2024-06-13T22:57:08Z,@madewishnu3063,miris Indonesia&#39;ku<br>😭😭😭,0
2024-06-13T11:44:13Z,@nyinauurip5684,Up,0
2024-06-13T10:51:24Z,@aowichnl9916,penjajahan jaman now,0
2024-06-13T10:51:01Z,@aowichnl9916,pemerintah sibuk bisnis. bukan sibuk. membela rakyat,0
2024-06-13T01:29:45Z,@mohammadidhambaihaqi7088,Jayalah penguasa!!!<br>Sejahtera para pemodal!!!<br>Peraturan bisa dibeli<br>Peraturan by request,0
2024-06-12T19:35:38Z,@SatiyoHadiPrayitno,"Mauaeana itu siapa,kenapa pemerintah memberikan ijin utk membabat hutan? Konsesi hitam nharis dijaga,ekosistemnya",0
2024-06-12T17:18:34Z,@syafruddin349,"Sayang sebagian bangsa ini masih dibiarkan terjajah oleh perusahaan atau pengusaha kaya,",0
2024-06-12T12:53:20Z,@FrimataFire,"Pemerintah perlu uang untuk korupsi perkaya diri sendiri  ,rakyat itu tidak ada harganya di mata pemerintah <br>Tidak ada harganya rakyat di mata pemerintah <br>Semoga karma  buat para pemerintah  rakus100 x keturunan sakit penyakit  menderita tidak terobati sampai mati",0
2024-06-12T10:42:53Z,@ArdiArdi-sb7gt,in lh pemerintah gk pernah memikirkn rakyat nya kata nya perushan masuk supaya rakyat nya sejahtera padahal malah sebalik nya,0
2024-06-12T08:48:06Z,@DidiMajung,Toto tambang,0
2024-06-12T06:54:20Z,@abdulhadi-sv3um,dalang nya ya cukong&quot;d pemerintahan juga...buktinya aja d tempat saya tambang intan.yng bernama PT.GALUH CEMPAKA.yng memberikan izin tambang pemerintah pusat.maaf nih mereka cuman tau duit nya tp tidak memikirkan dampak nya kepada masyarakat🙏🙏🙏,0
2024-06-12T05:03:24Z,@devifrettysia66,"MAJU TAK GENTAR,MEMBELA YG BAYAR,,itulah hukum NKRI,,SALAM DARI KAB,SINTANG,,DISINI KAMI MENANG MELAWAN PT CKS,,kami juga menuntut janji plasma kembali ke petani,,namun mereka tidak memberi nya kepada kami,,dan kami melawan,,kini,,PT CKS sudah angkat kaki,,",0
2024-06-12T04:38:10Z,@AsmawiIbrahim-p2v,Yang pasti pemerinta setempat telah bayar oleh pihak pengusaha..dan ada polsus knpa diam ???,0
2024-06-12T03:51:56Z,@AndiPrastyo-p7c,Perusaan lokal atau perusahaan asing tidak akan masuk jika tidak ada izin dari pemerintah setempat.. <br>Selama ini pemerintah akan tunduk jika mendapatkan uang dari berbagai perusahaan..... <br>Itulah hebatnya uang di indonesia.,0
2024-06-12T00:49:06Z,@adesohib1747,"Jalan satu2 nya ,,memisahkan diri dari negara konoha,,,kaya papua dan aceh",0
2024-06-11T18:26:22Z,@andreasandreasandre9800,Sudah waktunya melawan dan mungkin memisah diri dari Indonesia dan mandiri sendiri Indonesia serakah pulau Borneo jauh dari pulau jawa ini harus di firalkan ke seluruh pulau yang ada di Borneo,0
2024-06-11T17:16:58Z,@ArMila-sd6sm,indonesia belom punya pemimpin yang adil dan bijaksana.,0
2024-06-11T15:17:24Z,@ibulpang,Pulau ku di jadikan ladang duit org2 serakahhhh....😢😅😅😅😅😅,0
2024-06-11T10:14:55Z,@sunotosunli5100,Mau jadi apa Indonesia.. masyarakat jadi asing di daerah sendiri.,0
2024-06-11T07:55:01Z,@joniiskandar1872,mampus ini adalah hasil dari apa yg kalian pilih,0
2024-06-11T04:45:26Z,@sriwiwikrahayu8419,"Assalamu Alaikum, <br>Saya Hadir ,Ibu,Blitar, Gawat  Orang Penjajah , bisa menggulingkan Negara ,Indonesia, Hati2 Saodara, ,Siap&quot; Tempur, karna<br>Merusak Bumi ,Kalimantan Utara, ,Semoga ,kembali lagi. Orang Pribumi, &quot;, Yarobalalamin 😊",2
2024-06-11T02:14:22Z,@AtiyaDzihni,Bawa joget gemoy aja,0
2024-06-10T23:09:14Z,@masrd5383,"Orang lelayang gk ada satupun yg mau kerja di PT mayawana, setauku desa yg mau kerja di mayawana desa selimbung,aku pernah kerja di mayawana 2023 saat ada konflik anatara perusahaan sama orang lelayang, orang dayak di sana memang bener kenyataanya semakin di tekan sama PT, mayawana",0
2024-06-10T20:19:23Z,@GT_geming_official,Sama seperti yang di tempat aku. PT akasia yg menguasai semua nya...<br>Riau,0
2024-06-10T14:09:49Z,@SYUHUDULKATSRAHFIWAHDAH,kalimantan harus merdeka dr jakarta,0
2024-06-10T12:22:21Z,@muslimislam7744,"Gitulah, klu masyarakat yg berusaha disebut penjagal, pencuri, tp klau perusahaan besar dilindungi dan dikawal. Sungguh miris. Tak ada keberpihakan pd rakyat kecil",0
2024-06-10T11:50:51Z,@yasiraz-xb3eu,turunin panglima2 kalian wahai dayak. penggal kepala para koruptor para maling rakyat,0
2024-06-10T11:45:14Z,@ahnad3113,Sekarang yg di incar papua,0
2024-06-10T11:36:41Z,@ahnad3113,Yg maling itu pemerintah dan pengusaha..rakyat hanya menerima dampak musibahnya,0
2024-06-10T11:18:44Z,@wahyumuhammad9042,Ini mentri nya gimna yaa...  gini ni kalo milih pejabat bukn ahli nya😢,0
2024-06-10T10:16:47Z,@Boboy-r8x,"Dulu kami berladang,, beras gk pusing lagi utk 1 tahun,<br>Skrng smnjak di larang buka lahan utk berladang dgn cara di bakar, kebakaran hutan bukan dri berladang, tpi semak memang sngaja di bakar oknum, terutama pinggir jalan, , jika kami di minta utk bersawah rasanya tdk bisa krna besik kami dri nenek moyang memang berldang di gunung (hutan)<br>Skrng pusing mikirin perut beras mahal..",0
2024-06-10T10:05:12Z,@AkhmadIrfai,Mana suara..pejabat... pemerintah..yang..katanya..pro . rakyat...preeet..,0
2024-06-10T09:58:29Z,@m11gilabola62,Kote saye nin kalimantan barat,0
2024-06-10T09:04:16Z,@janganditonton459,Entah siapa yg salah q GX tahu,0
2024-06-10T05:17:30Z,@suakahiburan,manfaatkan hutan menjadi lahan pertanian supaya rakyat makmur.,0
2024-06-10T03:17:05Z,@cucuanik5825,Di penjarakan org pt tu.  Kebiasaan ja mereka babat hutan kami kalimantan.,0
2024-06-10T01:52:32Z,@Bangtius-cc6jm,Viral kan ini bos biar PT di Kalbar tidak meraja rela menginjak injak org setempat.,0
2024-06-10T01:51:04Z,@Bangtius-cc6jm,Di sita alat nya bawa masyarakat setempat,0
2024-06-09T22:04:32Z,@dahidreload,"Hutan Lindung aja di Kaltim bisa di Tambang batu bara nya,,, sungguh diluar Nurul 🤭",0
2024-06-09T16:38:02Z,@woputra1896,karna banyak penguasa yg korup penting uang cair...pejabat menghalalkan segala cara...gak perduli paru&quot; dunia dihancurkan...kasian warga sekitar....<br>kapan negara ini bener&quot; punya pemimpin serta pejabat yg benar mensejaterahkan rakyatnya...mulai dulu pancet aja...waktu kampaye gembar gembor,0
2024-06-09T11:23:09Z,@AnnurPutrabungsu,Lebih bagus Kalimantan merdeka biar ga di jajah terus terusan,0
2024-06-08T16:56:43Z,@imdad_jakal,"lawan penjagal hutan, ingat pengadilan tuhan itu ada, siap&quot; aja, semangat kawan menjaga alam ini",0
2024-06-08T15:57:16Z,@jefry1938,"uang bermaen hukum pun tumpul luarr bisa indonesiakuuu budayakan trusss ,budaya hukum tumpul dan perbanyak koruptor mantapp😅😅",0
2024-06-08T15:14:36Z,@doyanbelusukan1175,"Pada dasarnya Pancasila itu hanya 2 yang berlaku,, yaitu sila pertama dan sila ke 3... Selebihnya itu hanyalah khiasan semata",0
2024-06-08T14:08:33Z,@nikoandreas8163,Halah ga akan bisa berubah kalau cuma di viralkan aja 😂😂 Pemerintah aja ngizinin kok 😂😂,0
2024-06-08T13:36:33Z,@ukiangajaa4602,Piadap  pusahan  gapa  gak di lawan,0
2024-06-08T12:20:56Z,@Zya_Ze,Mintak tanggau jawablah pt dan nasdem,0
2024-06-08T10:31:31Z,@doddykurniawanagus1593,"Ayo warga adat bersatu, culik para penjagal hutan, percuma bicara hukum tak bakal menang,",0
2024-06-08T09:10:56Z,@dwi3708,Masyakarat menebang kayu tapi dengan ukuran maksimal dan tidak meratakan hutan malah di tangkap.pengusaha menggundul kan hutan malah di biarin pemerintah.dasar otak mafia.,0
2024-06-08T08:58:14Z,@dwi3708,Begitu lah orang luar cara mengambil tanah masyarakat.yg mereka anggap tidak berpenghuni.,0
2024-06-08T08:42:38Z,@arvinonzl3032,Aparat hidupnya  di bawah amplop,0
2024-06-08T08:33:39Z,@mida27,pencurinya adalah orang berduit<br> keadilan sosial cuman buat yg kaya alias pemilik perusahaan tersebut,0
2024-06-08T08:07:42Z,@horor9433,PT itu adalah musuh hutan Kalimantan,0
2024-06-08T03:12:25Z,@jayaagung2534,Penjajah datang silih berganti!,0
2024-06-08T02:53:21Z,@ANDICKY122,Dari tahun 1980 kawasan hutan dikuasai oleh perusahaan seperti di Kalimantan timur di tahun1991  adalah kawasan hutan rimba kemudian di buka jadi kawasan hutan tanaman industri sampai sekarang tambah meluas di seluruh kabupaten Kutai Kartanegara,0
2024-06-08T02:13:53Z,@eagleMMMm,Komplotan Jokobabi adalah dalangnya pengeusakan hutan,0
2024-06-07T13:07:22Z,@nanangabunawas1361,Kalimantan Timur khususnya kabupaten berau tambang batu bara ilegal meraja lela. Pejabat daerah picak sebelah bupatinya pun lemah,0
2024-06-07T13:06:00Z,@genesiusgunawan971,Bagus jadi KKB ..jak macam papua kita orang pribumi jangan mau kalah,0
2024-06-07T10:40:19Z,@BeramKumbara,Rakyat kan numpang kita udah dijah bangsa sendiri,0
2024-06-07T10:25:09Z,@wawanwrd1096,"Saya sebagai orang sunda mendukung perjuangan warga dayak yang tinggal di pedalaman untuk mempertahankan hutan,,alam menjaga manusia,manusia menjaga alam rahayu rahayu rahayu",3
2024-06-10T23:13:52Z,@masrd5383,Di dalam PT. Mayawana petingginya rata2 orang sunda sama batak bro,0
2024-06-07T08:14:22Z,@Ryandmadrid,Negri lawak yang di jegal bukan perusahaanya <br><br>Tapi negara yang memberikan izin tsb.<br><br>Tidak mungkin perusahaan menghancurkan hutan tanpa surat izin.. <br><br>Konoha konoha lawak,0
2024-06-07T08:14:06Z,@Ryandmadrid,Negri lawak yang di jegal bukan perusahaanya <br><br>Tapi negara yang memberikan izin tsb.<br><br>Tidak mungkin perusahaan menghancurkan hutan tanpa surat izin.. <br><br>Konoha konoha lawak,0
2024-06-07T07:55:52Z,@widicihuy,Penguasa kok dilawan,0
2024-06-07T07:07:08Z,@VitaAja-rl1ex,Duit duit  itu otak nya mentri,0
2024-06-07T06:03:24Z,@gantengwae1819,Bagus Jokowi kerja kerja kerja😂,0
