publishedAt,authorDisplayName,textDisplay,likeCount
2024-06-03T06:13:15Z,@leonasut5106,"Di luar negeri juga banyak yang gak setuju rain forest di ancuturin demi ikn makanya gak banyak infestor yang mau infest buat ikn , tapimasih di paksain sama pemerintah ingat kalimantan itu amazonnya indonesia",0
2024-05-10T06:54:31Z,@Batamm1140,Tak masalah yg penting NKRI maju berkembang dan tuk anak cucu kita aman sentausa  👍👍👍👍🙏,0
2024-05-08T12:10:28Z,@J4KM1,Hdh manusia serakah GK ada otak mementingkan diri sendiri tapi tidak memikirkan dampak yang terjadi gimana tidak terjadi pemanasan global hutan pada ditebang,0
2024-04-24T00:23:34Z,@De-oz1cg,Akibat exploitasi lingkungan berlebih menimbulkan efek,0
2024-04-18T23:57:24Z,@RoyalChelsea17,"Hutan di tebang, SDA seperti minyak batu bara emas di keruk untuk kepentingan bangsa katanya tapi yang makin kaya orang luar alias korporasi dn oligarki, masyarakat adat lokal JD penonton, jadi kuli di kampung sendiri, malah terusir dr tanah kelahirannya mengalah demi yang berkuasa",0
2024-04-14T02:35:57Z,@dewianarachmadani6940,Sudah tau seperti ini apakah di biarkan terus ...ayo Pemerintah sekarang Hijau kembali hutan..ayo tanam 271 T pohon...itu yg korupsi suruh nanam pohon saja sebanyak ituuuu,0
2024-03-21T02:41:56Z,@kazuma_matata1707,"bagaimana bisa Indonesia emas 2045 terwujud jika hutan Kalimantan saja sudah banyak yang rusak? apalagi dgn adanya IKN? apakah para pejabat sudah melakukan banyak upaya utk memperbanyak penanaman pohon? jika sudah, kenapa masih banyak kasus banjir disini? dan kenapa masih ada saja rakyat yang membuang sampah disungai?? apakah IKN ini akan menyelesaikan masalah yg kami, para warga Kalimantan, hadapi saat ini? menyelesaikan masalah deforestasi dgn membuat kota modern? dan bukannya melakukan reboisasi pada area2 lahan kosong (dan pemindahan lokasi pohon)? <br><br>ingatlah bahwa yang namanya penyesalan itu akan selalu datang di akhir. mungkin mereka belum merasakan dampaknya, tapi itu akan terjadi ketika apa yang selama ini rakyat alami terjadi kepada mereka.",0
2024-03-17T12:49:39Z,@ahmadzamili962,Saya setuju keluarga Jokowi dilucuti dari kekuasaan pemerintahan,0
2024-02-14T15:10:00Z,@AndyAkbar-tm5dr,SESAMA SEMUA PERLU TAHU TERJADINYA BANJIR BESAR-BESARAN KARENA SIFAT BURUK MERUSAK ORANG MANUSIA MENUTUP PORI-PORI BUMI (DARATAN/TANAH) MEMANG SEMUA UTK ORANG TAPI HARUS TAHU PIKIRKAN KALAU TAHUNYA SAJA MERUSAK HANCUR ANJLOK TENGGELAM JADINYA SESAMA BEGITU,0
2024-01-29T02:59:36Z,@HeniDwilestari,Weleh itu IKN apa jgk bahaya,0
2024-01-25T05:58:19Z,@NurbayaAmbarita,"Membangun infratsruktur lahan di gundul,buat food estate hutan di babat,food estatr nya pun gagal.<br>Dmn kelebihan jokowi sbenarnya?<br>Hilirisasi Nikel yg dibanggakan penambangannya bnyk yg illegal.",0
2024-01-23T08:12:57Z,@ineasri7541,"Turut berduka sebagai rakyat hanya bisa jadi penonton oleh pemerintahan yg korup dan belum terciptanya pemerataan pembangunan.😢 maka jng pilih no2 karena melanggenkan lekuasaan dinasti. Nepotisme, kolusi bagi kroni2nya.😊",0
2024-01-22T12:27:22Z,@kaka_3312,"jagung nya kan ditanam di polybag 😅<br>singkong nya jg gagal ..<br>hutan seluas itu digunduli  tp hasilnya mengecewakan ..<br>tampak kurang nya penelitian dan kajian mendalam .. <br>dampak lingkungannya itu kan gimana coba .. <br>belum lagi soal PT agrinas yg kepengurusannya sarat nepotisme ..<br>RAKYAT CERDAS KALI, GA BISA DIBOHONGI",0
2024-01-20T17:27:37Z,@Sonisudrajatdrajat-uh3ry,"Pantesan Pulau Kalimantan daerah2nya Barusan barito dan daerah sensitif lainya daerah kalimantan sering banjir bandang sampai tiga meter empat meter tijggi banjirnya,,  wong hutan lindung nya di babat di gunduli ekosystem lingkungan rusak berat, itu harus secepatnya di perbarui sebelum terlambat kalimantan tenggelam juga, tanahnya terkikis air, waduh",0
2024-01-20T08:34:13Z,@alkhawarizmi2435,"gausah complaint kalau lu2 jga yg milih pejabat lu. udh dikasih tau masih ngeyel mayoritas orang2 didaerah2 indonesia tuh masih bisa dipolitik pola pikirnya dengan bujuk2 ini itulah, diiming2in bakal maju lah tapi gk kritis males baca apa yg mau dibangun didaerahnya dan siapa yg diuntungkan, milih pejabat aja mereka gk tau alasannya apa cma karna sekedar viral, gimik2 tapi gk pernah riset orang2 yg mereka pilih itu gagasannya apa, visinya, apa yg akan dia bangun untuk daerah2 kalian, mudah digiring opini sana sini yg blm tentu benar dan perihal lainnnya. tapi lucunya bahkan sekarang pun masih ada berita2 pratik pejabat2 menggunakan cara2 yg kurang beretika a.k.a ugal2an tapi hal itu dianggap wajar oleh masyakarat haha entah mereka sadar atau engga sedang dipolitisasi. pemegang kekuasaan yg besar dipolitik punya kesempatan besar juga untuk bermain. hanya bisa berdoa yg terbaik buat orang2 di tanah air ini yang berjuang sungguh2 buat negera ini yg mungkin digempur habis2an oleh mafia2 politik.<br><br>MUNGKIN CEPAT ATAU LAMBAT AKAN ADA WARGA YANG TERIAK &quot;BEBASKAN TANAH KAMI!!!!&quot; padahal sebelumnya mereka dan pimpinannya setuju tanahnya digunakan oleh pengusaha2 dan mengumpat orang2 yg dlu padahal simpati padanya 🤣",0
2024-01-15T09:54:59Z,@ansuasuasu189,Hutan di tebang panglima jilah senang.,0
2024-01-14T23:17:40Z,@wawandarmawan340,"Perkebunan sawit,terluas di dunia,harga minyak goreng Mahal 😎😎mana... manfaat nya buat rakyat..kecil 😎?",0
2024-01-14T11:02:11Z,@mobilelegendgamemoba,"Bisakah ini dibahas saat debat capres nanti, bisa isu ini dijual 🙏, ayoo siapa capres yg berani memperbaiki alam !? .😢",0
2024-01-14T00:45:53Z,@rafdakomunika7150,Rezim rusak alam dan merusak semua nya ..usut tuntas ulah mrk .. ganti pemerintahan masuk kan mrk ke penjara,0
2024-01-13T09:18:02Z,@Nusantara_88,Paru2 dunia itu kini jd rusak,0
2024-01-08T04:37:19Z,@ratnalivia7215,"Naahh inilah akibatnya klo sudah gini alam rusak, mikirnya asal uang org org tak tgung jawab, kasian satwa nya dasar manusia perusaaakkkkk",0
2024-01-04T06:09:10Z,@IrhaQi,Up,0
2024-01-04T03:26:08Z,@cumadebu,Wellcome to the jungle...<br><br>Masih mau lanjutin rezim ?,0
2024-01-03T08:03:18Z,@saudhidayatullah99,"Dahulu penjajah kesulitan melawan indonesia karna indonesia memakai sistem perang grilya. Sekarang hutan di indonesia berkurang, bisa jadi ini suatu hal untuk memperlemah sistem perang grilya.",0
2024-01-03T00:42:20Z,@muriyantobinsagi5012,"Manusia udah banyak itulah epeknya akan terjadi pembangunan dimana mana akhir zaman ya jangan kaget ,kebutuhan manusia juga makin banyak lain dulu sekarang kendaraan makin banyak ,itu udah disediakan oleh Allah untuk manusia yg harus kita ingat apa kita bersyukur jgn mengeluh kuatkan iman dan tekunlah ibadah tuk hadapi mahluk picek yg akan menghancurkan umat manusia .",0
2023-12-30T12:45:41Z,@mancingkamu1648,"Daerah2 yang memiliki SDA besar malah tidak lebih maju dari daerah yang rendah SDA, Padahal salah satu pendapatan utama Negara kita kan JUAL SDA. Salam dari Halmahera, Tanahnya dikeruk habis2an, tapi feedbacknya tidak seimbang, jalan utama saja sebagian besar rusak",0
2023-12-25T09:54:33Z,@edybaskorobaskoro9660,Rezim racun Bangsa,0
2023-12-25T09:22:29Z,@husaddanasadik-wb6ie,Ini proyek ambisi krn pilpres 2024 sdh dekat....!!!,0
2023-12-25T04:21:20Z,@17meisha,"Anak2 kalimantan harusnya ikut jaga hutan mereka. Jangan menunggu pemerintah, ga akan bener. Hayu donk, semangat!",1
2023-12-24T07:36:00Z,@ahmadmadani1775,Kerja jokowi itu dulunya tukang meabel sekarang jd presiden engga heran bebas tubang kayu,0
2023-12-24T00:21:38Z,@adhims9967,"Biar Jawa aja yg rusak, Kalimantan, sumatera, Sulawesi, Papua dan Pulau yg lain biar tetap hijau lestari",0
2023-12-21T05:08:04Z,@gokilabies2650,Manusia adalah mahlukhidup primata yang mengancam kehidupan hewan,0
2023-11-23T10:45:40Z,@mungphin,pembukaan lahan sawit yang menjadi penyebab utama kehancuran hutan. kalau pertambangan emas mereka beroperasi sekitar sungai sungai yang bikin pendangkalan.,0
2023-10-31T06:42:09Z,@NatalisEvander,Pemerintah serakah,1
2023-10-30T02:30:08Z,@dianpermana8737,Tekonologi hasil hutan...,0
2023-10-19T09:22:43Z,@Jeferyjefery-vl9dc,"Apa nyimak berita  nih pejabat pusat dan daerah kalimantan tengah , somga melek hati dan pikiran nya",0
2023-10-06T04:08:10Z,@persijajakarta9165,semua keputusan pak Jokowi adalah jalan terbaik menurut ku gk usah protes sih.ya nikmatin aja..iakan,0
2023-10-05T12:02:18Z,@arisbudiyanto8649,"indonesia paru paru dunia, tapi indonesia ndak dapat apa apa, indonesia lebih butuh makan cok.",0
2023-10-02T00:21:15Z,@indra3apermana593,Akibat manusia rakus....,1
2023-09-23T14:50:35Z,@harlianiharliani4168,"AKU(ALLAH SWT)YG MENUMBUHKAN TANAMAN,AKU YG MENYUBURKAN HUTAN.KALIAN MANUSIA YG MERUSAK.MAKA KALIAN JUGA YG AKAN AKU(ALLAH SUBHANAWATA&#39;ALA)SIKSA...",0
2023-09-23T14:47:23Z,@harlianiharliani4168,Allah subhanawata&#39;ala sudah berfirman di dalam ayat suci Alqur&#39;an.bahwa...klu kalian merusak hutan yg AKU(Allah swt)ciptakan...<br>lihat lah oleh kalian.akan AKU SIKSA KALIAN DENGAN SIKSA YG SANGAT PEDIH.JANJIKU PASTI(QUNFAYAKUN),0
2023-09-22T17:41:53Z,@borneopride91,Investasi lebih bnyak merusak ketimbang membangun,0
2023-09-22T04:28:12Z,@kevinchristochanel6345,"ntar giliran oksigen waktu nya bayar, baru nyengir dan nyesel.... gantian diambang punah baru mikir.... memang lucu kok manusia glutony mah",0
2023-09-20T20:43:25Z,@dngarissan5378,"duitnya bukan dibuat untuk bikin air bersih se DKI biar ga pake sumur lagi, eh malah rusak pulau lain biar pas hari kiamat dijakarta bisa ditonton dari intana negara yg baru. gali lubang tutup lubang,..  yg di demo mati matian malah pembangunan gereja, bukan yg begini begini. nasib lu indon... sedih Amat.",0
2024-05-02T06:06:53Z,@Jenamaiki,"tunggu je ancur , perlahan dan menyakitkan, dan diorang tak sadar dengan kondisinya sendiri yg semakin hancur secara perlahan",0
2023-09-20T13:12:08Z,@Reee_in,Klo IKN?,0
2023-09-17T16:18:59Z,@DenyKazuto,"Mari kita tunggu disaat IKN sdh jadi, saya yakin banyak putra daerah jadi babu, mau hidup dihutan? Gk bisa bos, hutan dah habis kaya jakarta, siap2 jdi langganan banjir, karena daerah Banjarmasin, Banjar baru, Martapura sudah bisa banjir, kalo dulu tidak pernah banjir, terima kasih pak de wowo dan jajaran banteng 😂😂",0
2023-09-12T08:12:13Z,@FasToko-xh6sd,Di tanam lagi dong,0
2023-09-12T04:28:38Z,@RoaRbnboikA,Kalianlah narasi... yg terdepan ... smoga selalu teliti dan tajam pada orang yg rakus kapitalistik,2
2023-09-11T05:25:27Z,@rifkohafifahhasna,Harusnya penebangan liar untuk itulah yang kalian demo <br>Sudah merusak hutan satwa liar jadi hilang<br>Ada jelasnya kalian perjuanganin tanah sendiri,0
2023-09-07T04:23:27Z,@lipmarko9375,Mungkin niatnya baek...agar kalimantan bs segermelap hongkong dan singapur😂,0
2023-09-06T06:25:32Z,@usmanrolibi7050,Sejuk membara<br>Hutanku hilang <br>Tidak ada manfaat positif dengan kebun kelapa sawit dan pertambangan...<br>Terjadi kolonialisme...<br>Di Indonesia.,0
2023-09-04T03:04:13Z,@wollfie_artsofficial2642,"Dulu itu Indonesia dari hutan hutannya termasuk seperempat paru paru dunia ,sekarang 😢",0
2023-09-03T03:20:24Z,@ZonaNetizen-k2c,"Orang orang di perkotaan hanya bisa bersuara jaga hutan-jaga hutan, tpi tidak memperhatikan kesejahteraan masyarakat yg jauh tertinggal. saat masyarakat bergerak ingin maju, maka hutan adalah sasaran. Karena cuma itu cara mereka bs lakukan.",0
2024-04-17T00:31:44Z,@lusiyani7313,Ya bisa digunakan seperlunya aja jangan ugal2an,0
2023-09-03T03:18:01Z,@ZonaNetizen-k2c,"Selama kemiskinan masih menyelimuti dan dirasakan rakyat pedalaman Kalimantan, Hutan tidak akan mampu di pertahankan, karena hal tsb adalah satu satunya cara mereka bisa hidup layak. Utk pemerintah: Tingkatkan kesejahteraan masyarakatnya, jika ingin masyarakat bs menjaga hutan nya.",0
2023-09-02T13:30:16Z,@andiblueabdulaziz8864,"Segmen2 yg diberikan tuhan sbg proses n prosedur akn hancurnya bumi oleh penghuni bumi,,,tak bs dipungkiri jk sesuatu tu ada masa/waktunya smw tp dtg nya masa tu bs lbh lama atau pun lbh cpt tergantung pd pemakai bumi tu sndri,jk skrg mah diliat2 bumi udh dlm proses penghancuran total,,,sampah dimana2 byk,cuaca jd extrem perubahannya srrtu suhu yg semakin panas,tak bs dipungkiri manusia nya yg pling berkontribusi tuk tu smw,,,seberapa mw menyelamatkan humi tu tergantung pd mamusia yg diciptakan tuhan sbg penghuni yg dominan dlm mengontrol bumi.",0
2023-09-01T11:09:23Z,@amads1876,Faktor nya ...ulah manusia2 serakah perusak Alam ya itu.,0
2023-08-31T22:08:04Z,@Alwi_asr,Kafitalis😢,0
2023-08-29T22:45:32Z,@tukangdental8152,"Selama elite elite oligarki tetap ada dan tidak punya pemimpin yg pintar mengatur negeri ini, yakinlahhhhh yakinlahhhh... Indonesia akan hancurrrr... Papua akan hancur... Kalimantan akan hancurrr,, bersiaplah rakyat kecil tersingkir oleh bencana alam dan lain2 akibat ulah elite oligarki yg bermain main dengan bumi dan tanah air negeri kita",0
2023-08-29T20:36:23Z,@Anngrmdhn,"Suatu saat nanti kalimantan akan seperti jakarta <a href=""http://www.youtube.com/results?search_query=%23jokowi"">#jokowi</a>",0
2023-08-27T16:32:55Z,@pahlawankesiangan697,😂😂😂😂😂😂😂warga kalimantan nya pada tidur😂😂😂😂😂😂,1
2023-08-27T02:14:14Z,@JoyIy-id5pp,"Masa sih pribumi cuma di janjikan dapat kerjaan rela hutannya di gundul,",0
2023-08-25T07:28:32Z,@Prabu_Noir,oligarki adalah jalan ninjaku - mungkin kata pemerintah,1
2023-08-23T09:00:06Z,@agungherlianto533,Jika para pelakunya baik itu dari mereka yang memberi izin dan yang mengeksekusi hutannya tak mendapat hukuman di dunia tunggulah nanti di akhirat karena merusak alam itu salah satu dosa yang besar.,0
2023-08-21T13:53:42Z,@tanikota9891,"Akibat pemimpin tdk paham dan tdk punya kuasa, hanya didikte oleh partai, oligarki dan kepentingannya sendiri, rusak dan habislah hutan dan sumber daya alam kita 😢",1
2023-09-03T16:52:22Z,@Wahyu-dr4pz,Yg eksekusi Prabowo dan Gerindra yg disalahkan presiden nya,0
2023-08-21T06:37:59Z,@BioCordyqu,"Perusakan hutan entah namanya deforestasi adalah bentuk &#39;kejahatan&#39; karena imbas kerusakan setelahnya seperti bola salju bukan saja bagi manusia tapi bagi hewan dan lingkungan juga.di negeri konoha ini pelakunya jarang dibidik, sementara yang merubah tanah gersang digantar , indramayu menjadi hijau asri dan faunapun berkumpul kembali ,hari ini dibidik dengan pasal berlapis.sangat miris",0
2023-08-21T05:39:19Z,@johanjohanseregar9134,"Pokoknya yang penting dapat cuan, klau gagal urusan belakang. Kalau rakyat demo cukup kerahkan polisi. Nanti juga bubar",0
2023-08-20T16:18:00Z,@jajangjuli4071,Babad terus pak Jokowi hutannya...😂😂😂😂..demi invetasi abaikan saja AMDAL...bubar kan kementrian lingkungan hidup...,0
2023-09-03T16:53:53Z,@Wahyu-dr4pz,Tanyakan Pada Prabowo dan Gerindra yg diberi tanggung jawab eksekusi proyek,0
2023-08-19T00:55:59Z,@yayasonjaya4626,"Presiden Soeharto (mertuanya Prabowo) dulu di tahun 90 an punya program sawah sejuta hektar di kalimantan kejadiannya sama, hutan sdh dibabat dan lingkungan rusak dan sawahnya tidak bisa di tanami dan proyek sawah sejuta hektar Gagal Total, kenapa begitu?? Tanah di kalimantan itu adalah tanah gambut yang pHnya sangat asam dan sulit dinetralkan sampai mendekati pH 7 bisa tapi mahal (tidak ekonomis) agar cocok untuk padi atau tanaman singkong, kalau proyek itu gagal...jokowi harus sadar tanah gambut itu cocoknya untuk tanaman keras (tanaman hutan)... sekarang tinggal diperiksa saja uang proyeknya ada korupsi atau tidak??",0
2023-08-18T04:10:04Z,@komangarta2482,sedih ya...,0
2023-08-14T06:26:32Z,@DarinToriq-bm9ff,"Yg membuat kebijakan yg harus bertanggung jawab dan di tangkap,, utamanya presiden Jokowi Dodo,,",0
2023-08-13T07:02:17Z,@user-zd4bl5xz2l,"Kayu Borneo, kayu Ulin, kayu jati item, kayu gabus, kayu Dolken semuanya punah ,.... karena rakyat terus bertambah,..... rakyat Indonesia sudah banyak yang pusing, puyeng dengan desakkan kebutuhan ekonomi, ...... tuntutan syahwat, bela kepentingan syahwat,... akibatnya &quot; dibabat habis isi hutan,........Alam jadi korban,.... Anak cucu tidak lagi nikmati, tidak lagi punya kenangan, esok lusa tunggu kemarahan alam,.. kehancuran alam, untuk di tumbalkan, ditundukkan, disembahkan kepada Allah, Tuhan Maha memelihara Alam.....,Maha menundukkan Alam,..... Allahu Akbar tinggal mengutus  angin, ....badai akan meniupkan... meluluhlantakkan.....",0
2023-08-10T02:15:30Z,@PejuangSurganya,Kebijakan terhadap tambang terkait revitalisasi dan pengijauaan kembali sering di idahkan. Kesannya mereka hanya mengeruk hasilnya lalu meninggalkannya. hal ini terbukti banyak lahan&quot; bekas galian dibiarkan mengganga dan banyak lahannya tidak di hijaukan kembali. Dampaknya bisa di simpulkan sendiri.,0
2023-08-08T01:58:11Z,@fahristudio964,"Banjir januari 2021 di Kalimantan Selatan paling parah tapi kenapa tidak diliput ??? Yg diliput cuma Kalteng &amp; Kalbar saja ???<br>Padahal di Kalsel, dari 13 kabupaten/kotamadya, ada 10 kabupaten/kotamadya terendam banjir<br>Bahkan tinggi air mencapai 3 meter di kabupaten HST<br>Banyak rumah/bangunan hancur diterjang banjir, dan memakan beberapa korban jiwa juga<br>Saya sebagai orang di kabupaten HST menyaksikan sendiri situasi banjir saat itu rasanya seperti kiamat,tapi yang anehnya berita-berita di TV nasional memberitakannya biasa² saja &amp; yg direkam cuma di daerah air yang surut saja<br>Ribuan warga terjebak diatas atap rumah siang malam kedinginan kehujanan &amp; kelaparan selama 2 hari<br>Hari ke 3 pasca banjir tim emergency baru bisa memberikan bantuan, itupun dengan usaha ekstra karna ketinggian air masih tinggi &amp; arus banjir masih deras",1
2023-08-05T20:16:48Z,@syarifsusanto8247,"Setuju hutan di babat untuk pembukaan lahan pertanian agar pangan indonesia terpenuhi, jangan dengarkan omongan orang luar negeri",0
2023-08-05T03:34:18Z,@momotv4484,Udah paling bener konsep federasi dimana setiap pulau mengurus daerahnya sendiri <br>Kebijakan pusat menghancurkan ekosistem daerah,0
2023-08-03T06:00:13Z,@Halik_ship_vlog,"Nih chanel kok fitnah pak soeharto,,min asal kau tau klw gak ada pak soeharto negara ini sdh hancur jdi negara komunis,,gak tau diri",0
2023-08-03T01:07:03Z,@opiksantuy5346,Mau bagaimanapun semua butuh hutan dan kayu. Untuk furnitur kertas dan lain2. Pro alam ga usah pakai produk dri hutan. <br>Pemukimam pun trus d buka d mna2. Ga bisa d hindari itu. Sya jga asli kalimantan. Bahkan ikn baru jga sdah babat brpa bnyak hutan?,0
2023-08-02T13:03:53Z,@gerryputra4421,INILAH BUNTUT DARI KESERAKAHAN MANUSIA SANGAT MENGERIKAN😢,1
2023-07-26T08:17:17Z,@netralimbang55,"Pada intinya kapitalis ingin mengatur dan menguasai sda dunia. Di satu sisi para kapitalis butuh banyak SDA, di sisi lain mereka menggaungkan pentingnya lingkungan hidup. Mereka ingin SDA murah. Para kapitalis menekan dg isu lingkungan hidup jika keinginannya terganggu dan tak terpenuhi. Padahal mereka juga yg sebetulnya merusak.",0
2023-07-25T23:53:48Z,@papaberau962,"Gimana tidak banjir hutan setiap hari ditebang, ber ponton ponton saban hari lewatt sungai bermuatan kayu diberau juga",0
2023-07-21T06:31:22Z,@b18_11,"1970 : Kayu, 1990 : Sawit &amp; Pertambangan, Perubahan Hutan di Kalimantan <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=192"">3:12</a>, Proses Deforestasi <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=269"">4:29</a>, Tree Cover Loss in Indonesia <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=402"">6:42</a>, Dampak Deforestasi dan Emisi Gas Karbon <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=470"">7:50</a>, Kebijakan Moratarium bukan solusi <a href=""https://www.youtube.com/watch?v=WHe9DfHKhIM&amp;t=535"">8:55</a>",0
2023-07-15T03:22:47Z,@MohFeriyo,negri ini. di rusak tidak di lestarikan dwminproyek Mega besar dan hutan hutan di babat kayunya.  untuk. bisnis. mafia mafia dan oknum cukong. dan aseng berduit.   uannygya masuk. nya kemana? hasil kayu. pohon pohon yg di tebang,0
2023-07-08T17:33:17Z,@ihsaneleven,british bngt kwkwkw,0
2023-07-07T23:48:05Z,@afganzicoafganzico8539,Hujan sebentar kita sudah kebanjiran apalagi kalau sudah jadi ibu kota,0
2023-07-04T23:59:08Z,@mintanaka1008,"Terima kasih pada para kapitalis dan guardiannya yaitu pemerintah, atas keserakahannya mengeruk semua karta karun Indonesia",0
2023-07-04T13:43:16Z,@rafif967,Ini tak akan berakhir jika masyarakat kalimantan tdk bersatu melawan kebijakan yg merugikan mereka sendiri.<br>Masyarakat uni eropa saja sdh menolak produk kelapa sawit indonesia demi terjaganya hutan indonesia.,0
2023-06-30T06:51:53Z,@DioLego-i8o,"Sumatera udah gundul duluan hutan nya,ditanam sawit semua.panas cuaca nya disini luar biasa.",0
2023-06-10T19:50:58Z,@youmynee,"Pertama² terimakasih untuk redaksi team narasi telah menyampaikan informasi ini , saya orang kaliamantan sebenarnya tau dan faham akan dampak ini tetapi dia pernah berpikir akan separah ini ,sedih dan berharap supaya para pemimpin tidak hanya mata duitan dalam menagani kasus ini kita lihat 2023-2024 apakah masih di ijinkan membuka lahan baru lagi.",0
2023-06-10T10:20:41Z,@feriyadi1647,Menurut mimin apa yg harus kami lakukan sbgai org asli kalimantan. .??<br>Selama oligarki daerah punya sircle yg baik dgn penguasa pusat. .smua yg mimin ucapkan hanyalh sebuah dongeng belaka. .kami butuh solusi yg menguntungkn semua pihak ga cma di ekspos aja tnpa tindkan semua pihak🙏🙏,0
2023-06-06T14:25:14Z,@pribadiliar10,Tolong lah... IKN dan perusahaan yg merusak kalimantan jangan di terima. Masyarakat sekitar tidak merasakan hasilnya juga &amp; malah muncul masalah baru yg sangat mengkhawatirkan kalimantan sekitar.,5
2024-06-25T12:02:51Z,@pelayantuhan5007,Jakarta aja hutannya dipindahin,0
2023-06-05T16:53:43Z,@ariestaavril6232,Paru paru dunia hancur,0
2023-06-04T05:27:45Z,@hazamyuncle6784,"yg dikeruk alamnya kalimantan, yg kaya orang jakarta 😂",0
2023-06-02T06:17:01Z,@rayhanekakurnia6397,orang2 sampah yg cuma mikirin duitduitduit,1
2023-05-29T13:41:01Z,@pelangiramadhan6631,Itulah kerakusan pemerintahan indonesia.yg mengakibat kan kehancuran bagi kehidupan.,0
2023-05-22T01:58:21Z,@AdnanNugrahaSwiftWhiteSilver,"Kalau kamu terbang dari Kaltim Ke Kalsel atau dari Kaltim ke Kaltara pakai pesawat baling2 yg terbangnya relatif rendah, atau naik mobil lintas kaltim kalsel... Akan nampak pemandangan petak2 sawit yang begitu luas tiada habisnya",0
2023-05-21T14:05:08Z,@sibabon4510,Indonesia ga ada abisnya yg kecot2 🗿,0
2023-05-21T05:26:29Z,@rac6842,Kenapa hanya Kalbar Kalteng? Kalsel juga 13 kabupaten bos terendam banjir,0
2023-05-18T13:53:59Z,@warisandayani8827,RI negara terkorup nomer 8 di dunia ini... Ya gini pejabatnya,0
2023-05-13T00:30:29Z,@rinaldirr1818,Makin panas nya cuaca yg ada dikota2 di Indonesia apakah pengaruh dari ada nya deforestasi hutan yg ad dikalimantan??? Kalau memang bener kacau yg pemegang regulasi 😪,0
