publishedAt,authorDisplayName,textDisplay,likeCount,normalized,label,predicted_label,sentimen
2024-06-03T06:13:15Z,@leonasut5106,"Di luar negeri juga banyak yang gak setuju rain forest di ancuturin demi ikn makanya gak banyak infestor yang mau infest buat ikn , tapimasih di paksain sama pemerintah ingat kalimantan itu amazonnya indonesia",0,di luar negeri juga banyak yang gak tuju rain forest di ancuturin demi ikn makanya gak banyak infestor yang mau infest buat ikn tapimasih di paksain sama perintah ingat kalimantan itu amazonnya indonesia,1,1,Netral
2024-05-10T06:54:31Z,@Batamm1140,Tak masalah yg penting NKRI maju berkembang dan tuk anak cucu kita aman sentausa  👍👍👍👍🙏,0,tak masalah yg penting nkri maju kembang dan tuk anak cucu kita aman sentausa,0,1,Netral
2024-05-08T12:10:28Z,@J4KM1,Hdh manusia serakah GK ada otak mementingkan diri sendiri tapi tidak memikirkan dampak yang terjadi gimana tidak terjadi pemanasan global hutan pada ditebang,0,hdh manusia serakah gk ada otak penting diri sendiri tapi tidak pikir dampak yang jadi gimana tidak jadi panas global hutan pada tebang,1,1,Netral
2024-04-24T00:23:34Z,@De-oz1cg,Akibat exploitasi lingkungan berlebih menimbulkan efek,0,akibat exploitasi lingkung lebih timbul efek,1,0,Negatif
2024-04-18T23:57:24Z,@RoyalChelsea17,"Hutan di tebang, SDA seperti minyak batu bara emas di keruk untuk kepentingan bangsa katanya tapi yang makin kaya orang luar alias korporasi dn oligarki, masyarakat adat lokal JD penonton, jadi kuli di kampung sendiri, malah terusir dr tanah kelahirannya mengalah demi yang berkuasa",0,hutan di tebang sda seperti minyak batu bara emas di keruk untuk penting bangsa kata tapi yang makin kaya orang luar alias korporasi dn oligarki masyarakat adat lokal jd tonton jadi kuli di kampung sendiri malah usir dr tanah lahir kalah demi yang kuasa,1,2,Positif
2024-04-14T02:35:57Z,@dewianarachmadani6940,Sudah tau seperti ini apakah di biarkan terus ...ayo Pemerintah sekarang Hijau kembali hutan..ayo tanam 271 T pohon...itu yg korupsi suruh nanam pohon saja sebanyak ituuuu,0,sudah tau seperti ini apakah di biar terus ayo perintah sekarang hijau kembali hutanayo tanam 271 t pohonitu yg korupsi suruh nanam pohon saja banyak ituuuu,1,1,Netral
2024-03-21T02:41:56Z,@kazuma_matata1707,"bagaimana bisa Indonesia emas 2045 terwujud jika hutan Kalimantan saja sudah banyak yang rusak? apalagi dgn adanya IKN? apakah para pejabat sudah melakukan banyak upaya utk memperbanyak penanaman pohon? jika sudah, kenapa masih banyak kasus banjir disini? dan kenapa masih ada saja rakyat yang membuang sampah disungai?? apakah IKN ini akan menyelesaikan masalah yg kami, para warga Kalimantan, hadapi saat ini? menyelesaikan masalah deforestasi dgn membuat kota modern? dan bukannya melakukan reboisasi pada area2 lahan kosong (dan pemindahan lokasi pohon)? <br><br>ingatlah bahwa yang namanya penyesalan itu akan selalu datang di akhir. mungkin mereka belum merasakan dampaknya, tapi itu akan terjadi ketika apa yang selama ini rakyat alami terjadi kepada mereka.",0,bagaimana bisa indonesia emas 2045 wujud jika hutan kalimantan saja sudah banyak yang rusak apalagi dgn ada ikn apakah para jabat sudah laku banyak upaya utk banyak tanam pohon jika sudah kenapa masih banyak kasus banjir sini dan kenapa masih ada saja rakyat yang buang sampah sungai apakah ikn ini akan selesai masalah yg kami para warga kalimantan hadap saat ini selesai masalah deforestasi dgn buat kota modern dan bukan laku reboisasi pada area2 lahan kosong dan pindah lokasi pohon brbringatlah bahwa yang nama sesal itu akan selalu datang di akhir mungkin mereka belum rasa dampak tapi itu akan jadi ketika apa yang lama ini rakyat alami jadi kepada mereka,0,0,Negatif
2024-03-17T12:49:39Z,@ahmadzamili962,Saya setuju keluarga Jokowi dilucuti dari kekuasaan pemerintahan,0,saya tuju keluarga jokowi lucut dari kuasa perintah,0,0,Negatif
2024-02-14T15:10:00Z,@AndyAkbar-tm5dr,SESAMA SEMUA PERLU TAHU TERJADINYA BANJIR BESAR-BESARAN KARENA SIFAT BURUK MERUSAK ORANG MANUSIA MENUTUP PORI-PORI BUMI (DARATAN/TANAH) MEMANG SEMUA UTK ORANG TAPI HARUS TAHU PIKIRKAN KALAU TAHUNYA SAJA MERUSAK HANCUR ANJLOK TENGGELAM JADINYA SESAMA BEGITU,0,sama semua perlu tahu jadi banjir besarbesaran karena sifat buruk rusak orang manusia tutup poripori bumi daratantanah memang semua utk orang tapi harus tahu pikir kalau tahu saja rusak hancur anjlok tenggelam jadi sama begitu,1,0,Negatif
2024-01-29T02:59:36Z,@HeniDwilestari,Weleh itu IKN apa jgk bahaya,0,weh itu ikn apa jgk bahaya,1,1,Netral
2024-01-25T05:58:19Z,@NurbayaAmbarita,"Membangun infratsruktur lahan di gundul,buat food estate hutan di babat,food estatr nya pun gagal.<br>Dmn kelebihan jokowi sbenarnya?<br>Hilirisasi Nikel yg dibanggakan penambangannya bnyk yg illegal.",0,bangun infratsruktur lahan di gundulbuat food estate hutan di babatfood estatr nya pun gagalbrdmn lebih jokowi sbenarnyabrhilirisasi nikel yg bangga tambang bnyk yg illegal,0,0,Negatif
2024-01-23T08:12:57Z,@ineasri7541,"Turut berduka sebagai rakyat hanya bisa jadi penonton oleh pemerintahan yg korup dan belum terciptanya pemerataan pembangunan.😢 maka jng pilih no2 karena melanggenkan lekuasaan dinasti. Nepotisme, kolusi bagi kroni2nya.😊",0,turut duka bagai rakyat hanya bisa jadi tonton oleh perintah yg korup dan belum cipta perata bangun maka jng pilih no2 karena melanggenkan lekuasaan dinasti nepotisme kolusi bagi kroni2nya,0,0,Negatif
2024-01-22T12:27:22Z,@kaka_3312,"jagung nya kan ditanam di polybag 😅<br>singkong nya jg gagal ..<br>hutan seluas itu digunduli  tp hasilnya mengecewakan ..<br>tampak kurang nya penelitian dan kajian mendalam .. <br>dampak lingkungannya itu kan gimana coba .. <br>belum lagi soal PT agrinas yg kepengurusannya sarat nepotisme ..<br>RAKYAT CERDAS KALI, GA BISA DIBOHONGI",0,jagung nya kan tanam di polybag brsingkong nya jg gagal brhutan luas itu gundul tp hasil kecewa brtampak kurang nya teliti dan kaji dalam brdampak lingkung itu kan gimana coba brbelum lagi soal pt agrinas yg urus sarat nepotisme brrakyat cerdas kali ga bisa bohong,0,1,Netral
2024-01-20T17:27:37Z,@Sonisudrajatdrajat-uh3ry,"Pantesan Pulau Kalimantan daerah2nya Barusan barito dan daerah sensitif lainya daerah kalimantan sering banjir bandang sampai tiga meter empat meter tijggi banjirnya,,  wong hutan lindung nya di babat di gunduli ekosystem lingkungan rusak berat, itu harus secepatnya di perbarui sebelum terlambat kalimantan tenggelam juga, tanahnya terkikis air, waduh",0,pantesan pulau kalimantan daerah2nya barusan barito dan daerah sensitif lai daerah kalimantan sering banjir bandang sampai tiga meter empat meter tijggi banjir wong hutan lindung nya di babat di gundul ekosystem lingkung rusak berat itu harus cepat di baru belum lambat kalimantan tenggelam juga tanah kikis air waduh,2,2,Positif
2024-01-20T08:34:13Z,@alkhawarizmi2435,"gausah complaint kalau lu2 jga yg milih pejabat lu. udh dikasih tau masih ngeyel mayoritas orang2 didaerah2 indonesia tuh masih bisa dipolitik pola pikirnya dengan bujuk2 ini itulah, diiming2in bakal maju lah tapi gk kritis males baca apa yg mau dibangun didaerahnya dan siapa yg diuntungkan, milih pejabat aja mereka gk tau alasannya apa cma karna sekedar viral, gimik2 tapi gk pernah riset orang2 yg mereka pilih itu gagasannya apa, visinya, apa yg akan dia bangun untuk daerah2 kalian, mudah digiring opini sana sini yg blm tentu benar dan perihal lainnnya. tapi lucunya bahkan sekarang pun masih ada berita2 pratik pejabat2 menggunakan cara2 yg kurang beretika a.k.a ugal2an tapi hal itu dianggap wajar oleh masyakarat haha entah mereka sadar atau engga sedang dipolitisasi. pemegang kekuasaan yg besar dipolitik punya kesempatan besar juga untuk bermain. hanya bisa berdoa yg terbaik buat orang2 di tanah air ini yang berjuang sungguh2 buat negera ini yg mungkin digempur habis2an oleh mafia2 politik.<br><br>MUNGKIN CEPAT ATAU LAMBAT AKAN ADA WARGA YANG TERIAK &quot;BEBASKAN TANAH KAMI!!!!&quot; padahal sebelumnya mereka dan pimpinannya setuju tanahnya digunakan oleh pengusaha2 dan mengumpat orang2 yg dlu padahal simpati padanya 🤣",0,gausah complaint kalau lu2 jga yg milih jabat lu udh kasih tau masih ngeyel mayoritas orang2 didaerah2 indonesia tuh masih bisa politik pola pikir dengan bujuk2 ini itu diiming2in bakal maju lah tapi gk kritis males baca apa yg mau bangun daerah dan siapa yg untung milih jabat aja mereka gk tau alas apa cma karna dar viral gimik2 tapi gk pernah riset orang2 yg mereka pilih itu gagas apa visi apa yg akan dia bangun untuk daerah2 kalian mudah giring opini sana sini yg blm tentu benar dan perihal lainnnya tapi lucu bahkan sekarang pun masih ada berita2 pratik pejabat2 guna cara2 yg kurang etika aka ugal2an tapi hal itu anggap wajar oleh masyakarat haha entah mereka sadar atau engga sedang politisasi pegang kuasa yg besar politik punya sempat besar juga untuk main hanya bisa doa yg baik buat orang2 di tanah air ini yang juang sungguh2 buat negera ini yg mungkin gempur habis2an oleh mafia2 politikbrbrmungkin cepat atau lambat akan ada warga yang teriak quotbebaskan tanah kamiquot padahal belum mereka dan pimpin tuju tanah guna oleh pengusaha2 dan umpat orang2 yg dlu padahal simpati pada,2,0,Negatif
2024-01-15T09:54:59Z,@ansuasuasu189,Hutan di tebang panglima jilah senang.,0,hutan di tebang panglima jilah senang,2,0,Negatif
2024-01-14T23:17:40Z,@wawandarmawan340,"Perkebunan sawit,terluas di dunia,harga minyak goreng Mahal 😎😎mana... manfaat nya buat rakyat..kecil 😎?",0,kebun sawitterluas di duniaharga minyak goreng mahal mana manfaat nya buat rakyatkecil,1,2,Positif
2024-01-14T11:02:11Z,@mobilelegendgamemoba,"Bisakah ini dibahas saat debat capres nanti, bisa isu ini dijual 🙏, ayoo siapa capres yg berani memperbaiki alam !? .😢",0,bisa ini bahas saat debat capres nanti bisa isu ini jual ayoo siapa capres yg berani baik alam,2,1,Netral
2024-01-14T00:45:53Z,@rafdakomunika7150,Rezim rusak alam dan merusak semua nya ..usut tuntas ulah mrk .. ganti pemerintahan masuk kan mrk ke penjara,0,rezim rusak alam dan rusak semua nya usut tuntas ulah mrk ganti perintah masuk kan mrk ke penjara,1,1,Netral
2024-01-13T09:18:02Z,@Nusantara_88,Paru2 dunia itu kini jd rusak,0,paru2 dunia itu kini jd rusak,1,1,Netral
2024-01-08T04:37:19Z,@ratnalivia7215,"Naahh inilah akibatnya klo sudah gini alam rusak, mikirnya asal uang org org tak tgung jawab, kasian satwa nya dasar manusia perusaaakkkkk",0,naahh ini akibat klo sudah gin alam rusak mikirnya asal uang org org tak tgung jawab kasi satwa nya dasar manusia perusaaakkkkk,2,2,Positif
2024-01-04T06:09:10Z,@IrhaQi,Up,0,up,1,0,Negatif
2024-01-04T03:26:08Z,@cumadebu,Wellcome to the jungle...<br><br>Masih mau lanjutin rezim ?,0,wellcome to the junglebrbrmasih mau lanjutin rezim,2,2,Positif
2024-01-03T08:03:18Z,@saudhidayatullah99,"Dahulu penjajah kesulitan melawan indonesia karna indonesia memakai sistem perang grilya. Sekarang hutan di indonesia berkurang, bisa jadi ini suatu hal untuk memperlemah sistem perang grilya.",0,dahulu jajah sulit lawan indonesia karna indonesia pakai sistem perang grilya sekarang hutan di indonesia kurang bisa jadi ini suatu hal untuk lemah sistem perang grilya,2,0,Negatif
2024-01-03T00:42:20Z,@muriyantobinsagi5012,"Manusia udah banyak itulah epeknya akan terjadi pembangunan dimana mana akhir zaman ya jangan kaget ,kebutuhan manusia juga makin banyak lain dulu sekarang kendaraan makin banyak ,itu udah disediakan oleh Allah untuk manusia yg harus kita ingat apa kita bersyukur jgn mengeluh kuatkan iman dan tekunlah ibadah tuk hadapi mahluk picek yg akan menghancurkan umat manusia .",0,manusia udah banyak itu epek akan jadi bangun mana mana akhir zaman ya jangan kaget butuh manusia juga makin banyak lain dulu sekarang kendara makin banyak itu udah sedia oleh allah untuk manusia yg harus kita ingat apa kita syukur jgn keluh kuat iman dan tekun ibadah tuk hadap mahluk picek yg akan hancur umat manusia,0,0,Negatif
2023-12-30T12:45:41Z,@mancingkamu1648,"Daerah2 yang memiliki SDA besar malah tidak lebih maju dari daerah yang rendah SDA, Padahal salah satu pendapatan utama Negara kita kan JUAL SDA. Salam dari Halmahera, Tanahnya dikeruk habis2an, tapi feedbacknya tidak seimbang, jalan utama saja sebagian besar rusak",0,daerah2 yang milik sda besar malah tidak lebih maju dari daerah yang rendah sda padahal salah satu dapat utama negara kita kan jual sda salam dari halmahera tanah keruk habis2an tapi feedbacknya tidak imbang jalan utama saja bagi besar rusak,2,0,Negatif
2023-12-25T09:54:33Z,@edybaskorobaskoro9660,Rezim racun Bangsa,0,rezim racun bangsa,0,0,Negatif
2023-12-25T09:22:29Z,@husaddanasadik-wb6ie,Ini proyek ambisi krn pilpres 2024 sdh dekat....!!!,0,ini proyek ambisi krn pilpres 2024 sdh dekat,2,1,Netral
2023-12-25T04:21:20Z,@17meisha,"Anak2 kalimantan harusnya ikut jaga hutan mereka. Jangan menunggu pemerintah, ga akan bener. Hayu donk, semangat!",1,anak2 kalimantan harus ikut jaga hutan mereka jangan tunggu perintah ga akan bener hayu donk semangat,2,2,Positif
2023-12-24T07:36:00Z,@ahmadmadani1775,Kerja jokowi itu dulunya tukang meabel sekarang jd presiden engga heran bebas tubang kayu,0,kerja jokowi itu dulunya tukang meabel sekarang jd presiden engga heran bebas tubang kayu,0,1,Netral
2023-12-24T00:21:38Z,@adhims9967,"Biar Jawa aja yg rusak, Kalimantan, sumatera, Sulawesi, Papua dan Pulau yg lain biar tetap hijau lestari",0,biar jawa aja yg rusak kalimantan sumatera sulawesi papua dan pulau yg lain biar tetap hijau lestari,0,2,Positif
2023-12-21T05:08:04Z,@gokilabies2650,Manusia adalah mahlukhidup primata yang mengancam kehidupan hewan,0,manusia adalah mahlukhidup primata yang ancam hidup hewan,2,2,Positif
2023-11-23T10:45:40Z,@mungphin,pembukaan lahan sawit yang menjadi penyebab utama kehancuran hutan. kalau pertambangan emas mereka beroperasi sekitar sungai sungai yang bikin pendangkalan.,0,buka lahan sawit yang jadi sebab utama hancur hutan kalau tambang emas mereka operasi sekitar sungai sungai yang bikin dangkal,1,0,Negatif
2023-10-31T06:42:09Z,@NatalisEvander,Pemerintah serakah,1,perintah serakah,0,0,Negatif
2023-10-30T02:30:08Z,@dianpermana8737,Tekonologi hasil hutan...,0,tekonologi hasil hutan,1,0,Negatif
2023-10-19T09:22:43Z,@Jeferyjefery-vl9dc,"Apa nyimak berita  nih pejabat pusat dan daerah kalimantan tengah , somga melek hati dan pikiran nya",0,apa nyimak berita nih jabat pusat dan daerah kalimantan tengah somga melek hati dan pikir nya,1,1,Netral
2023-10-06T04:08:10Z,@persijajakarta9165,semua keputusan pak Jokowi adalah jalan terbaik menurut ku gk usah protes sih.ya nikmatin aja..iakan,0,semua putus pak jokowi adalah jalan baik turut ku gk usah protes sihya nikmatin ajaiakan,1,1,Netral
2023-10-05T12:02:18Z,@arisbudiyanto8649,"indonesia paru paru dunia, tapi indonesia ndak dapat apa apa, indonesia lebih butuh makan cok.",0,indonesia paru paru dunia tapi indonesia ndak dapat apa apa indonesia lebih butuh makan cok,0,0,Negatif
2023-10-02T00:21:15Z,@indra3apermana593,Akibat manusia rakus....,1,akibat manusia rakus,1,0,Negatif
2023-09-23T14:50:35Z,@harlianiharliani4168,"AKU(ALLAH SWT)YG MENUMBUHKAN TANAMAN,AKU YG MENYUBURKAN HUTAN.KALIAN MANUSIA YG MERUSAK.MAKA KALIAN JUGA YG AKAN AKU(ALLAH SUBHANAWATA&#39;ALA)SIKSA...",0,akuallah swtyg tumbuh tanamanaku yg subur hutankalian manusia yg merusakmaka kalian juga yg akan akuallah subhanawata39alasiksa,0,1,Netral
2023-09-23T14:47:23Z,@harlianiharliani4168,Allah subhanawata&#39;ala sudah berfirman di dalam ayat suci Alqur&#39;an.bahwa...klu kalian merusak hutan yg AKU(Allah swt)ciptakan...<br>lihat lah oleh kalian.akan AKU SIKSA KALIAN DENGAN SIKSA YG SANGAT PEDIH.JANJIKU PASTI(QUNFAYAKUN),0,allah subhanawata39ala sudah firman di dalam ayat suci alqur39anbahwaklu kalian rusak hutan yg akuallah swtciptakanbrlihat lah oleh kalianakan aku siksa kalian dengan siksa yg sangat pedihjanjiku pastiqunfayakun,1,1,Netral
2023-09-22T17:41:53Z,@borneopride91,Investasi lebih bnyak merusak ketimbang membangun,0,investasi lebih bnyak rusak ketimbang bangun,2,2,Positif
2023-09-22T04:28:12Z,@kevinchristochanel6345,"ntar giliran oksigen waktu nya bayar, baru nyengir dan nyesel.... gantian diambang punah baru mikir.... memang lucu kok manusia glutony mah",0,ntar gilir oksigen waktu nya bayar baru nyengir dan nyesel ganti ambang punah baru mikir memang lucu kok manusia glutony mah,2,1,Netral
2023-09-20T20:43:25Z,@dngarissan5378,"duitnya bukan dibuat untuk bikin air bersih se DKI biar ga pake sumur lagi, eh malah rusak pulau lain biar pas hari kiamat dijakarta bisa ditonton dari intana negara yg baru. gali lubang tutup lubang,..  yg di demo mati matian malah pembangunan gereja, bukan yg begini begini. nasib lu indon... sedih Amat.",0,duit bukan buat untuk bikin air bersih se dki biar ga pake sumur lagi eh malah rusak pulau lain biar pas hari kiamat dijakarta bisa tonton dari intana negara yg baru gali lubang tutup lubang yg di demo mati mati malah bangun gereja bukan yg begini begini nasib lu indon sedih amat,0,1,Netral
2024-05-02T06:06:53Z,@Jenamaiki,"tunggu je ancur , perlahan dan menyakitkan, dan diorang tak sadar dengan kondisinya sendiri yg semakin hancur secara perlahan",0,tunggu je ancur perlahan dan sakit dan orang tak sadar dengan kondisi sendiri yg makin hancur cara perlahan,2,2,Positif
2023-09-20T13:12:08Z,@Reee_in,Klo IKN?,0,klo ikn,2,0,Negatif
2023-09-17T16:18:59Z,@DenyKazuto,"Mari kita tunggu disaat IKN sdh jadi, saya yakin banyak putra daerah jadi babu, mau hidup dihutan? Gk bisa bos, hutan dah habis kaya jakarta, siap2 jdi langganan banjir, karena daerah Banjarmasin, Banjar baru, Martapura sudah bisa banjir, kalo dulu tidak pernah banjir, terima kasih pak de wowo dan jajaran banteng 😂😂",0,mari kita tunggu saat ikn sdh jadi saya yakin banyak putra daerah jadi babu mau hidup hut gk bisa bos hutan dah habis kaya jakarta siap2 jdi langgan banjir karena daerah banjarmasin banjar baru martapura sudah bisa banjir kalo dulu tidak pernah banjir terima kasih pak de wowo dan jajar banteng,1,1,Netral
2023-09-12T08:12:13Z,@FasToko-xh6sd,Di tanam lagi dong,0,di tanam lagi dong,0,0,Negatif
2023-09-12T04:28:38Z,@RoaRbnboikA,Kalianlah narasi... yg terdepan ... smoga selalu teliti dan tajam pada orang yg rakus kapitalistik,2,kalian narasi yg depan smoga selalu teliti dan tajam pada orang yg rakus kapitalistik,1,0,Negatif
2023-09-11T05:25:27Z,@rifkohafifahhasna,Harusnya penebangan liar untuk itulah yang kalian demo <br>Sudah merusak hutan satwa liar jadi hilang<br>Ada jelasnya kalian perjuanganin tanah sendiri,0,harus tebang liar untuk itu yang kalian demo brsudah rusak hutan satwa liar jadi hilangbrada jelas kalian perjuanganin tanah sendiri,1,1,Netral
2023-09-07T04:23:27Z,@lipmarko9375,Mungkin niatnya baek...agar kalimantan bs segermelap hongkong dan singapur😂,0,mungkin niat baekagar kalimantan bs segermelap hongkong dan singapur,1,1,Netral
2023-09-06T06:25:32Z,@usmanrolibi7050,Sejuk membara<br>Hutanku hilang <br>Tidak ada manfaat positif dengan kebun kelapa sawit dan pertambangan...<br>Terjadi kolonialisme...<br>Di Indonesia.,0,sejuk membarabrhutanku hilang brtidak ada manfaat positif dengan kebun kelapa sawit dan pertambanganbrterjadi kolonialismebrdi indonesia,1,0,Negatif
2023-09-04T03:04:13Z,@wollfie_artsofficial2642,"Dulu itu Indonesia dari hutan hutannya termasuk seperempat paru paru dunia ,sekarang 😢",0,dulu itu indonesia dari hutan hutan masuk empat paru paru dunia sekarang,1,1,Netral
2023-09-03T03:20:24Z,@ZonaNetizen-k2c,"Orang orang di perkotaan hanya bisa bersuara jaga hutan-jaga hutan, tpi tidak memperhatikan kesejahteraan masyarakat yg jauh tertinggal. saat masyarakat bergerak ingin maju, maka hutan adalah sasaran. Karena cuma itu cara mereka bs lakukan.",0,orang orang di kota hanya bisa suara jaga hutanjaga hutan tpi tidak perhati sejahtera masyarakat yg jauh tinggal saat masyarakat gerak ingin maju maka hutan adalah sasar karena cuma itu cara mereka bs laku,1,1,Netral
2024-04-17T00:31:44Z,@lusiyani7313,Ya bisa digunakan seperlunya aja jangan ugal2an,0,ya bisa guna perlu aja jangan ugal2an,1,0,Negatif
2023-09-03T03:18:01Z,@ZonaNetizen-k2c,"Selama kemiskinan masih menyelimuti dan dirasakan rakyat pedalaman Kalimantan, Hutan tidak akan mampu di pertahankan, karena hal tsb adalah satu satunya cara mereka bisa hidup layak. Utk pemerintah: Tingkatkan kesejahteraan masyarakatnya, jika ingin masyarakat bs menjaga hutan nya.",0,lama miskin masih limut dan rasa rakyat dalam kalimantan hutan tidak akan mampu di tahan karena hal tsb adalah satu satu cara mereka bisa hidup layak utk perintah tingkat sejahtera masyarakat jika ingin masyarakat bs jaga hutan nya,0,0,Negatif
2023-09-02T13:30:16Z,@andiblueabdulaziz8864,"Segmen2 yg diberikan tuhan sbg proses n prosedur akn hancurnya bumi oleh penghuni bumi,,,tak bs dipungkiri jk sesuatu tu ada masa/waktunya smw tp dtg nya masa tu bs lbh lama atau pun lbh cpt tergantung pd pemakai bumi tu sndri,jk skrg mah diliat2 bumi udh dlm proses penghancuran total,,,sampah dimana2 byk,cuaca jd extrem perubahannya srrtu suhu yg semakin panas,tak bs dipungkiri manusia nya yg pling berkontribusi tuk tu smw,,,seberapa mw menyelamatkan humi tu tergantung pd mamusia yg diciptakan tuhan sbg penghuni yg dominan dlm mengontrol bumi.",0,segmen2 yg beri tuhan sbg proses n prosedur akn hancur bumi oleh huni bumitak bs dipungkiri jk sesuatu tu ada masawaktunya smw tp dtg nya masa tu bs lbh lama atau pun lbh cpt gantung pd pakai bumi tu sndrijk skrg mah diliat2 bumi udh dlm proses hancur totalsampah dimana2 bykcuaca jd extrem ubah srrtu suhu yg makin panastak bs dipungkiri manusia nya yg pling kontribusi tuk tu smwseberapa mw selamat humi tu gantung pd mamusia yg cipta tuhan sbg huni yg dominan dlm kontrol bumi,2,2,Positif
